ID,Income,Age,ElecSpend_Annual,Male
3,0.6215041182672649,1.0388943214892061,1.9893772098401081,0.902252158166496
6,-0.16761467755761883,1.367896943587787,-0.8008709893816149,-1.108337609335445
7,-0.10916143342244224,0.8195592400901524,-0.5776511334438771,0.902252158166496
8,-0.2260679216927954,-0.935121411102279,-0.29862631352170477,0.902252158166496
9,0.5922774961996767,0.7098916993906254,2.5474268496844528,0.902252158166496
10,-0.1968412996252071,0.6550579290408619,-0.689261061412746,-1.108337609335445
11,-0.2260679216927954,-1.2092902628510964,0.5384481462448121,-1.108337609335445
13,0.7968638506727947,1.8065671063858948,1.375522606011329,0.902252158166496
14,-0.284521165827972,-0.6061187890036981,-0.689261061412746,-1.108337609335445
15,-0.284521165827972,0.7647254697403888,-0.8008709893816149,0.902252158166496
16,-0.10916143342244224,0.3808890772920445,-0.8008709893816149,-1.108337609335445
17,-0.16761467755761883,0.6002241586910984,-0.689261061412746,0.902252158166496
18,-0.2552945437603837,-0.935121411102279,-0.8008709893816149,-1.108337609335445
19,-0.2260679216927954,-1.2092902628510964,-0.24282134953727033,-1.108337609335445
20,-0.2552945437603837,0.6002241586910984,-0.6334560974283115,-1.108337609335445
22,-0.16761467755761883,-0.0029473151562998336,-0.689261061412746,0.902252158166496
25,-0.31374778789556024,-1.2092902628510964,0.1478133983537709,0.902252158166496
26,-0.2552945437603837,1.4775644842873141,-0.5776511334438771,0.902252158166496
27,-0.05070818928726566,1.5323982546370776,-0.8008709893816149,0.902252158166496
28,-0.2552945437603837,-0.7706201000529885,-0.6334560974283115,0.902252158166496
30,-0.34297440996314854,-0.6609525593534615,-0.7450660253971805,-1.108337609335445
31,0.5630508741320884,-0.05778108550606331,2.1567921017934113,-1.108337609335445
32,-0.13838805549003053,1.0937280918389698,-0.5218461694594426,-1.108337609335445
33,-0.10916143342244224,1.2033956325384967,-0.5776511334438771,0.902252158166496
34,-0.1968412996252071,-0.16744862620559026,-0.9124809173504839,-1.108337609335445
37,-0.37220103203073684,0.7647254697403888,-0.8566759533660494,0.902252158166496
38,-0.2552945437603837,-1.2641240332008599,-0.6334560974283115,-1.108337609335445
39,-0.2260679216927954,-1.4834591145999136,0.09200843436933644,0.902252158166496
40,-0.05070818928726566,1.0388943214892061,-0.46604120547500816,0.902252158166496
41,-0.1968412996252071,-1.4834591145999136,0.20361836233820535,-1.108337609335445
42,0.5045976299969118,-0.22228239655535373,0.8732779301514189,-1.108337609335445
43,-0.37220103203073684,-0.05778108550606331,-0.5218461694594426,-1.108337609335445
44,-0.13838805549003053,1.2033956325384967,-0.8566759533660494,-1.108337609335445
45,-0.31374778789556024,-0.49645124830417114,-0.9124809173504839,-1.108337609335445
46,-0.10916143342244224,-0.38678370760464414,-0.46604120547500816,0.902252158166496
47,0.6507307403348532,0.8743930104399158,-0.1312114215684014,-1.108337609335445
48,0.3292378975913821,-1.3737915739003868,1.26391267804246,0.902252158166496
49,-0.2552945437603837,-0.9899551814520424,0.37103325429150874,-1.108337609335445
